time,Classification,Closed PnL,Size USD,Account,sentiment_numeric,rolling_corr,volatility,day_of_week
2024-05-07,Greed,883.537693,108717.58,3,3,0.007598302124681131,1492.5181344569864,1
2024-05-08,Greed,1.56576,65973.57,2,3,-0.00277978534618721,1456.597310030228,2
2024-05-09,Greed,1147.5958560000001,221966.12,2,3,-0.002401283568713316,1449.3793961574956,3
2024-05-10,Greed,2101.741695,156882.0,1,3,-0.05870505605147092,1455.9886732852306,4
2024-05-11,Neutral,251.604742,63248.95,1,2,-0.06998979160335951,1450.1752598148514,5
2024-05-12,Greed,0.0,55179.56,2,3,-0.07179799789814448,1450.1752598148514,6
2024-05-13,Greed,2136.853859,193118.9,2,3,-0.0838070183204804,1465.8772910743132,0
2024-05-14,Greed,1150.5233050000002,145853.4,1,3,0.03533080252928536,1466.1195920895261,1
2024-05-15,Greed,948.9705819999999,234922.57,1,3,0.0021808166308139995,1459.058738260505,2
2024-05-16,Greed,214.5898,162620.96,2,3,-0.026814995309873305,1452.8964713500254,3
2024-05-17,Neutral,0.0,0.0,0,2,-0.008013086311154551,1452.8964713500254,4
2024-05-18,Greed,3522.3946610000003,126303.14,1,3,-0.012335672074972498,1373.080902854654,5
2024-05-19,Greed,0.0,29998.09,1,3,-0.036502199460330134,1373.080902854654,6
2024-05-20,Greed,-74.818442,38124.75,2,3,-0.03738470696034344,1387.7297741731604,0
2024-05-21,Extreme Greed,7289.397571999999,1100948.59,2,4,0.26531350309711854,1952.3832452423042,1
2024-05-22,Extreme Greed,0.0,44995.29,1,4,0.19701538776064484,1952.3832452423042,2
2024-05-23,Extreme Greed,413.347329,401850.6,3,4,0.15561865849193868,1941.4057462662731,3
2024-05-24,Greed,821.949278,50811.899999999994,1,3,0.15740577410304835,1705.3018363645783,4
2024-05-25,Extreme Greed,14.126038999999999,29991.129999999997,2,4,0.11126099329195725,1704.875029616991,5
2024-05-26,Extreme Greed,778.6839,53976.67,2,4,0.09659647927855673,1689.6042716882596,6
2024-05-27,Greed,1129.35587,151115.72,1,3,0.10260585718159708,1689.4632173097334,0
2024-05-28,Neutral,0.0,0.0,0,2,0.1308110194790778,1705.5889789764274,1
2024-05-29,Greed,277.791953,84268.76,2,3,0.13030540552261397,1698.22628078357,2
2024-05-30,Greed,20.951433,2838.09,1,3,0.13036072881892913,1712.8393618763216,3
2024-05-31,Greed,25.35812,3636.14,1,3,0.10248181963167323,1705.9698234414052,4
2024-06-01,Greed,91.510419,12834.62,1,3,0.0721725973876134,1709.3712394463148,5
2024-06-02,Greed,192.906947,29464.51,1,3,0.2973860425501263,1704.8425616794166,6
2024-06-03,Greed,562.808208,21466.86,1,3,0.29713242633553394,1682.3161287752946,0
2024-06-04,Greed,52.211438,24243.41,1,3,0.29717430410739853,1688.8351400652286,1
2024-06-05,Extreme Greed,56.055506,25350.77,1,4,0.252125553616128,1695.4717224301432,2
2024-06-06,Extreme Greed,274.173187,137557.76,1,4,0.22301358137376995,1694.6108098688328,3
2024-06-07,Extreme Greed,8902.467416,1098588.76,3,4,0.33800278287635516,2447.613366914834,4
2024-06-08,Greed,129.13883900000002,97351.88,2,3,0.3415847572808578,2395.2732690548823,5
2024-06-09,Extreme Greed,0.0,22410.219999999998,2,4,0.3148200172240662,2395.2732690548823,6
2024-06-10,Greed,31.266804999999998,46587.93,2,3,0.3181425275804997,2393.008402947904,0
2024-06-11,Greed,4320.631811,373279.92,3,3,0.27846000208281574,2068.7933482873405,1
2024-06-12,Greed,-21886.531493,193407.96,2,3,0.20026094890875168,5382.9598103431135,2
2024-06-13,Greed,6632.757114999999,132577.22,2,3,0.17858355444667623,5584.584842920679,3
2024-06-14,Greed,10258.592609,139868.66,2,3,0.14213997551549634,6007.880774992498,4
2024-06-15,Greed,3369.958346,718350.25,2,3,0.1329963438163505,6037.056103402995,5
2024-06-16,Greed,0.0,25235.079999999998,1,3,0.13355827336548506,6039.099407047517,6
2024-06-17,Greed,10599.502375,368380.12,2,3,0.10395762193858261,6415.577973519649,0
2024-06-18,Greed,282.57636,263314.79,2,3,0.10307905549236708,6413.3663284263,1
2024-06-19,Greed,4887.656944,417071.12,3,3,0.08647293189330245,6460.663150398539,2
2024-06-20,Greed,57478.456026,207990.8,3,3,-0.06181967677466301,13827.053937844934,3
2024-06-21,Greed,773.5582039999999,176264.49,2,3,-0.04698219991824906,13816.969196346452,4
2024-06-22,Neutral,756.876565,169594.27000000002,2,2,-0.01664370947860317,13807.97326481711,5
2024-06-23,Greed,0.0,1792.12,1,3,-0.01599329055093852,13810.818771283402,6
2024-06-24,Neutral,0.0,403002.8,2,2,0.01855429869811727,13818.703951650778,0
2024-06-25,Fear,4869.353105,103099.08,1,1,0.009048027553770885,13787.418177919886,1
2024-06-26,Neutral,4197.732182,365190.66,2,2,0.004721762980720009,13752.225173920779,2
2024-06-27,Fear,0.0,130486.95,2,1,0.017757845195339902,13756.632471601199,3
2024-06-28,Neutral,0.0,0.0,0,2,0.030330994908635587,13753.052476535262,4
2024-06-29,Fear,6150.326145,280095.11,2,1,0.010484218489316204,13728.244225789478,5
2024-06-30,Neutral,0.0,30520.69,2,2,0.02279395744981007,13728.244225789478,6
2024-07-01,Neutral,5065.8393080000005,362670.14999999997,2,2,0.02143026847145417,13691.766816290661,0
2024-07-02,Neutral,2421.2531160000003,33347.47,1,2,0.0278013180095677,13700.35768727543,1
2024-07-03,Neutral,1118.387284,179600.66,2,2,0.037237262409694064,12330.867619195124,2
2024-07-04,Fear,0.0,430568.01,2,1,0.05967366699735922,12389.515984088408,3
2024-07-05,Fear,0.0,272289.89,2,1,0.09565387262126569,12388.304571657982,4
2024-07-06,Fear,108.872178,2490.17,1,1,0.13114269812918666,12428.235770642537,5
2024-07-07,Fear,61.428942,498.75,1,1,0.1198619311799122,12427.081291273344,6
2024-07-08,Fear,0.0,497.64,1,1,0.13928772196585135,12390.834083317302,0
2024-07-09,Fear,648.984412,2736.45,1,1,0.17808365102676266,12385.300687300285,1
2024-07-10,Fear,11977.734907,687900.21,2,1,0.15467753300193535,12500.622497850092,2
2024-07-11,Fear,1876.812082,169887.02,1,1,0.15893882729991535,3035.100479747053,3
2024-07-12,Fear,1412.314654,89582.97,2,1,0.28547055467926197,3026.371587666186,4
2024-07-13,Fear,2913.617837,139189.19,2,1,0.28427225853716287,3020.930040320724,5
2024-07-14,Fear,0.0,84001.13,1,1,0.2759076808556089,3020.930040320724,6
2024-07-15,Neutral,-0.9999999999999999,198344.85,2,2,0.2847601962387637,3020.96379878036,0
2024-07-16,Greed,0.0,144000.57,1,3,0.2847601962387637,2979.4565224421035,1
2024-07-17,Greed,1859.269477,626005.53,3,3,0.24340634343623382,2928.9173408241795,2
2024-07-18,Greed,3803.884311,649704.85,2,3,0.2613043257545804,2936.4064171098735,3
2024-07-19,Greed,2155.891114,150269.41999999998,2,3,0.24772334516449704,2905.020037955635,4
2024-07-20,Greed,2299.169566,244362.21,2,3,-0.10312892992799083,2745.764724170731,5
2024-07-21,Greed,-2960.716887,234307.46,2,3,-0.16840857175500226,2913.499769212138,6
2024-07-22,Greed,1517.119876,304213.8,2,3,-0.16314536936135712,2806.7543247797266,0
2024-07-23,Greed,89890.30220600001,358526.54,3,3,0.24158022366111784,19503.357901941887,1
2024-07-24,Greed,625.561479,69207.93,5,3,0.22446794052189448,19509.38081719479,2
2024-07-25,Greed,916.7382600000001,528555.31,3,3,0.2118827853815006,19497.179632336134,3
2024-07-26,Greed,2766.513113,548587.65,4,3,0.20210312698207533,19466.26270042344,4
2024-07-27,Greed,6400.623656,905199.75,2,3,0.19549218281875508,19422.60408343455,5
2024-07-28,Greed,587.29903,43254.68,2,3,0.18216329526673308,19414.762595618267,6
2024-07-29,Greed,330.804454,327199.14,2,3,0.17719558740148672,19409.67535443672,0
2024-07-30,Greed,0.0,36006.47,1,3,0.164153739145146,19419.37594337634,1
2024-07-31,Greed,765.690884,84506.54,2,3,0.15488665573484903,19404.19351564424,2
2024-08-01,Neutral,167.080017,227774.53,4,2,0.15558021337685274,19424.080607458258,3
2024-08-02,Greed,782.3681909999999,396320.37,3,3,0.14597679710557618,19431.190314217904,4
2024-08-03,Fear,464.1897,290532.86,5,1,0.14479100273639978,19454.625252379123,5
2024-08-04,Fear,-122672.000883,1207744.07,5,1,0.26937937834789316,34069.27540881736,6
2024-08-05,Fear,-13013.665169,420495.4,4,1,0.2882213862716332,34178.08976738064,0
2024-08-06,Extreme Fear,267.318048,61478.38,2,0,0.2708847604111001,34178.57370039067,1
2024-08-07,Fear,188.789255,2492.77,3,1,0.2706229202829475,34173.29171051226,2
2024-08-08,Extreme Fear,-40.712216999999995,16299.35,2,0,0.257712753394666,34155.56718898528,3
2024-08-09,Neutral,18082.071276,503204.86,5,2,0.27457191650751933,34413.37841509134,4
2024-08-10,Fear,0.0,11339.29,2,1,0.27709837081782424,34407.34486120875,5
2024-08-11,Fear,847.7766200000001,44230.21,2,1,0.2778599273779936,34404.93190315441,6
2024-08-12,Fear,858.6705,54167.32,3,1,0.2806518334955861,34403.27316421234,0
2024-08-13,Fear,212.08102,20797.870000000003,3,1,0.2803680362057922,27484.424652961377,1
2024-08-14,Fear,2168.9015130000003,66710.03,3,1,0.2719725606145491,27501.804340074115,2
2024-08-15,Fear,0.0,1522.37,1,1,0.2703074321840174,27493.07240168704,3
2024-08-16,Fear,825.230544,166382.84,2,1,0.26674971787616336,27469.60643200959,4
2024-08-17,Fear,-288.283113,30248.96,2,1,0.26300179798078194,27370.693167665242,5
2024-08-18,Fear,307.201888,62804.48,2,1,0.26111806850244373,27367.79356288261,6
2024-08-19,Fear,339.69958299999996,100315.03,1,1,0.2597727737469231,27367.883936070553,0
2024-08-20,Fear,192.602844,49914.8,2,1,0.26700123999304437,27369.754915648715,1
2024-08-21,Fear,656.200925,104990.41,2,1,0.26879188394617093,27368.568775263688,2
2024-08-22,Neutral,0.0,0.0,0,2,0.15924129678651225,27366.948155618582,3
2024-08-23,Fear,1005.30527,63509.56,1,1,0.15152391373525095,27369.440021372986,4
2024-08-24,Greed,0.0,34999.67,2,3,0.14952592572469806,27364.807704077404,5
2024-08-25,Neutral,0.0,21950.28,2,2,0.14339676701278176,4987.543874320841,6
2024-08-26,Greed,231.236918,92611.27,2,3,0.1292359162440491,3898.401638654295,0
2024-08-27,Neutral,0.0,70250.16,2,2,0.12712121558940123,3902.1408271880973,1
2024-08-28,Fear,1333.359645,71160.07,2,1,0.11879024495640583,3895.027307828816,2
2024-08-29,Fear,0.0,9995.85,1,1,0.11287261697040851,3894.350852720182,3
2024-08-30,Fear,256.464,37233.24,4,1,0.1047495968246966,580.6497378929026,4
2024-08-31,Fear,10.882801,107507.43,3,1,0.09866167037140403,580.2552260399312,5
2024-09-01,Fear,137.433093,12359.68,1,1,0.09042114876665977,575.153738246522,6
2024-09-02,Fear,0.0,30000.42,1,1,0.09064245117993097,570.8780299535974,0
2024-09-03,Neutral,0.0,0.0,0,2,0.18247396917918443,575.332293668294,1
2024-09-04,Fear,1065.785132,131480.97,2,1,0.18027953290466436,432.8908168374705,2
2024-09-05,Fear,0.0,0.84,1,1,0.18106336091599035,432.8908168374705,3
2024-09-06,Extreme Fear,-1104.856765,39047.1,2,0,0.20587061610000773,511.2019011652442,4
2024-09-07,Neutral,0.0,0.0,0,2,0.18478155029415397,501.28504236593545,5
2024-09-08,Fear,0.0,0.11,1,1,-0.0770476212078338,502.81782706014246,6
2024-09-09,Fear,0.0,4014.4300000000003,1,1,-0.0770476212078338,503.4406233407808,0
2024-09-10,Fear,-219.729659,2547.2799999999997,2,1,-0.051329833823122575,510.9183606450592,1
2024-09-11,Fear,0.0,0.54,1,1,-0.030916158205982893,499.01835387191363,2
2024-09-12,Neutral,0.0,0.0,0,2,-0.04606767959627172,499.01835387191363,3
2024-09-13,Neutral,0.0,0.0,0,2,-0.0017763591665079215,457.2553732893962,4
2024-09-14,Neutral,0.0,1014.8000000000001,2,2,-0.019668705669325385,457.2553732893962,5
2024-09-15,Neutral,0.0,0.0,0,2,-0.0002319400572963548,457.2553732893962,6
2024-09-16,Neutral,0.0,0.0,0,2,-0.030281170285125725,456.2512493857894,0
2024-09-17,Neutral,0.0,0.0,0,2,-0.029851324629134528,456.2512493857894,1
2024-09-18,Neutral,-878.684794,13633.5,1,2,-0.07078029512879745,402.25550951608824,2
2024-09-19,Neutral,0.0,1521.8700000000001,1,2,-0.06946062023932968,402.25550951608824,3
2024-09-20,Neutral,9585.03428,332873.38,2,2,0.10744684601566942,2139.513319432731,4
2024-09-21,Neutral,36165.56933,165648.12,1,2,0.1460226171366029,8085.959076499826,5
2024-09-22,Neutral,0.0,19999.739999999998,1,2,0.1394109686737949,8087.708669395584,6
2024-09-23,Neutral,334.760796,40334.29,1,2,0.16408617813163995,8083.640900751778,0
2024-09-24,Neutral,0.0,7118.629999999999,2,2,0.16408617813163995,8083.640900751778,1
2024-09-25,Greed,0.0,52754.13,2,3,0.16135174482267808,8094.063799973692,2
2024-09-26,Neutral,439.812513,113711.93000000001,2,2,0.16297275190510135,8088.953933304167,3
2024-09-27,Greed,0.0,126097.04,2,3,0.13498199171962097,8070.566674457161,4
2024-09-28,Greed,0.0,29199.21,1,3,0.10642766025983456,8070.566674457161,5
2024-09-29,Neutral,0.0,0.0,0,2,0.0982094110404147,8070.566674457161,6
2024-09-30,Greed,2710.626288,214669.85,2,3,0.09670818435689303,8055.902812476252,0
2024-10-01,Neutral,0.0,139954.32,1,2,0.0879658543523146,8052.619042062571,1
2024-10-02,Fear,0.0,99954.34000000001,1,1,0.0879658543523146,8052.619042062571,2
2024-10-03,Fear,100.375782,132935.69,2,1,0.09691523167877147,8051.213540911167,3
2024-10-04,Fear,0.0,0.34,1,1,0.10289824657549675,8051.213540911167,4
2024-10-05,Neutral,5767.161892,605605.74,2,2,0.10021401103394526,8066.912916371042,5
2024-10-06,Neutral,130.487079,300130.56,1,2,0.06874457168089994,8064.874542720137,6
2024-10-07,Neutral,0.0,219984.65,1,2,0.06874457168089994,8064.874542720137,0
2024-10-08,Neutral,5396.546638,434584.13,2,2,0.058852620987598823,8064.2536875817195,1
2024-10-09,Neutral,396.06272,220399.93,1,2,0.0438593702738032,8039.580287176156,2
2024-10-10,Fear,0.0,300024.33999999997,1,1,0.04194403542077111,8039.580287176156,3
2024-10-11,Fear,8885.327477,488904.19,2,1,-0.03558443049917652,8011.917989452285,4
2024-10-12,Neutral,541.55471,159713.4,1,2,-0.03545094801476945,2453.608224770019,5
2024-10-13,Neutral,0.0,60002.42,1,2,-0.03545094801476945,2453.608224770019,6
2024-10-14,Neutral,1913.61958,61916.020000000004,1,2,-0.034946524401883006,2450.7198052879644,0
2024-10-15,Greed,1170.226076,81173.36,1,3,-0.04346936870336624,2434.087973454415,1
2024-10-16,Greed,219.480876,80229.17,1,3,-0.059499834345159174,2428.6595052376515,2
2024-10-17,Greed,36.11496,140531.75,2,3,-0.07593663670038295,2437.537045662346,3
2024-10-18,Greed,333.219141,120331.43000000001,1,3,-0.09038980540340517,2429.73397260325,4
2024-10-19,Greed,0.0,99996.86,1,3,-0.10596146542551707,2429.73397260325,5
2024-10-20,Greed,389.155797,176447.86000000002,2,3,-0.10922278075315951,2420.6757390581142,6
2024-10-21,Greed,2464.915564,324117.99,2,3,-0.18142311524658752,2414.2685561557687,0
2024-10-22,Greed,0.0,60000.36,1,3,-0.2014844473953072,2414.2685561557687,1
2024-10-23,Greed,-46.489941,210006.07,1,3,-0.2195475500225406,2415.561554028619,2
2024-10-24,Neutral,0.0,0.0,0,2,-0.2195475500225406,2418.1912330870837,3
2024-10-25,Greed,13235.862071,427883.18,2,3,-0.003481078700390206,3528.5310276678515,4
2024-10-26,Neutral,42471.99413,88668.86,1,2,-0.06600179604779326,9520.308658753838,5
2024-10-27,Greed,666.6623079999999,90664.41,1,3,-0.06323726073506147,9510.993199984678,6
2024-10-28,Greed,167.28016200000002,121495.25,2,3,-0.06254426661667566,9507.793244420976,0
2024-10-29,Greed,801.1708760000001,613267.8099999999,2,3,-0.0751118274619118,9520.291480240247,1
2024-10-30,Extreme Greed,9.150023,11830.85,1,4,-0.09513381124068379,9526.984993571445,2
2024-10-31,Extreme Greed,1214.043811,896173.36,3,4,-0.1080354067248332,9508.422866677998,3
2024-11-01,Extreme Greed,1040.475736,260981.03,2,4,-0.14254636063945797,9442.05017426217,4
2024-11-02,Greed,0.0,40000.0,1,3,-0.1798286383071097,9450.33188137737,5
2024-11-03,Greed,0.0,129055.66,2,3,-0.22465679765185578,9450.33188137737,6
2024-11-04,Greed,2799.410474,451811.97,2,3,-0.21659355789481324,9446.527646407687,0
2024-11-05,Greed,678.4759280000001,200627.22999999998,1,3,-0.23355941904774735,9452.390256620409,1
2024-11-06,Greed,2817.83723,123906.9,2,3,-0.24931790403572257,9428.87223473275,2
2024-11-07,Extreme Greed,4493.353136,111335.3,3,4,-0.22064224833949803,9402.104627060266,3
2024-11-08,Extreme Greed,-64.41354100000007,270700.44,2,4,-0.24679716703145843,9409.202476790746,4
2024-11-09,Extreme Greed,102.90894,193384.41,2,4,-0.3176867703625634,9407.32450700994,5
2024-11-10,Extreme Greed,991.114334,413636.7,3,4,-0.28777936967837386,9398.323763157612,6
2024-11-11,Extreme Greed,6749.630996,1570572.42,4,4,-0.28334058203471113,9420.838580281092,0
2024-11-12,Extreme Greed,3494.399394,1226354.52,4,4,-0.31284307658402144,9382.622770529228,1
2024-11-13,Extreme Greed,7846.402274,515336.37,5,4,-0.308344321138705,9375.268722604531,2
2024-11-14,Extreme Greed,4563.509225,1008361.81,2,4,-0.299002545890733,9324.274396940811,3
2024-11-15,Extreme Greed,4140.740438,1427858.42,4,4,-0.2974927734445173,9105.910432234325,4
2024-11-16,Extreme Greed,2769.521909,303296.07,4,4,-0.3056638047703018,2328.4311025947113,5
2024-11-17,Extreme Greed,882.975285,1215987.57,4,4,-0.322354524037947,2321.9813534264144,6
2024-11-18,Extreme Greed,4470.815187,2084339.58,7,4,-0.3276828399455962,2326.611300370717,0
2024-11-19,Extreme Greed,2958.268991,628031.15,5,4,-0.3402439356648038,2301.295155257626,1
2024-11-20,Extreme Greed,4210.0928969999995,1999514.1199999999,5,4,-0.3425710190033517,2258.4894891870044,2
2024-11-21,Extreme Greed,1692.430891,598300.62,5,4,-0.36489510947903797,2245.399185451537,3
2024-11-22,Extreme Greed,-18105.345617,1646713.62,6,4,-0.40052108494902244,5066.439757583147,4
2024-11-23,Extreme Greed,2901.531638,516245.68,4,4,-0.49020357369537615,5054.867877051907,5
2024-11-24,Extreme Greed,945.550386,664952.28,3,4,-0.4672082006458083,5041.069972377817,6
2024-11-25,Extreme Greed,5523.740734,937410.87,2,4,0.09978633527084824,5098.251867413043,0
2024-11-26,Extreme Greed,1094.8093589999999,1146902.44,4,4,0.08716286510133461,5093.261780401519,1
2024-11-27,Extreme Greed,-2654.495633,1444242.53,2,4,0.04998623738722288,5194.652106189772,2
2024-11-28,Extreme Greed,-127075.39958499999,1894225.15,5,4,-0.07439585719723901,28576.329236802045,3
2024-11-29,Extreme Greed,176844.994152,794262.91,11,4,0.022255045095393285,48823.90204416183,4
2024-11-30,Extreme Greed,37316.69352,1732193.7,8,4,0.035336950798340636,49347.29116655553,5
2024-12-01,Extreme Greed,40886.364494,814711.82,9,4,0.049421819832671784,49918.00422457526,6
2024-12-02,Extreme Greed,18489.604313,585243.5599999999,8,4,0.046185719024963635,49972.67429525195,0
2024-12-03,Extreme Greed,23576.539285,1084666.53,8,4,0.041281600141733585,50069.22566447048,1
2024-12-04,Extreme Greed,292891.815021,769287.65,7,4,0.06147613483101526,79607.32284571185,2
2024-12-05,Extreme Greed,71574.11848800001,1256750.79,8,4,0.045919731584189834,80181.68912795544,3
2024-12-06,Greed,-92624.643895,3471019.22,10,3,0.291450916935948,84179.58077840299,4
2024-12-07,Extreme Greed,85906.279067,451733.42,6,4,0.29413375615784604,85210.16491298481,5
2024-12-08,Extreme Greed,15965.933436,932939.72,6,4,0.2958989598245426,85057.32196534806,6
2024-12-09,Extreme Greed,6310.967676,983949.68,10,4,0.2966475475950335,85034.93780535767,0
2024-12-10,Extreme Greed,39325.770231,3150424.08,11,4,0.30002602053498517,84909.76926773833,1
2024-12-11,Greed,319051.554217,2194098.33,12,3,-0.24864962223211498,105761.1022482242,2
2024-12-12,Extreme Greed,599151.795008,4557189.87,14,4,-0.12350141890251148,160388.37362539154,3
2024-12-13,Extreme Greed,31935.901745,2880824.64,11,4,-0.12207751920974529,159362.10165310604,4
2024-12-14,Extreme Greed,167801.399244,2369561.78,12,4,-0.11021055526115661,159762.1742316385,5
2024-12-15,Extreme Greed,97525.315279,2583269.81,15,4,-0.10421901246051823,158712.9269735423,6
2024-12-16,Extreme Greed,166774.344133,2740808.97,13,4,-0.0928373203759926,158518.5254813103,0
2024-12-17,Extreme Greed,219591.305172,5233597.63,16,4,-0.0773214900400406,159297.31315173194,1
2024-12-18,Extreme Greed,13682.994673,3798887.07,13,4,-0.07680795952637694,158788.35673195584,2
2024-12-19,Extreme Greed,62744.004486,8241709.39,13,4,-0.07327656530003565,150081.20858196224,3
2024-12-20,Greed,254969.660039,7681274.71,15,3,-0.18154596192990868,152662.09651111093,4
2024-12-21,Greed,150022.163157,4382875.12,8,3,-0.1930747853818392,151670.75509789854,5
2024-12-22,Greed,352197.163973,3087320.2199999997,8,3,-0.2917384106706028,158300.0914872151,6
2024-12-23,Greed,-29430.626577,6771878.26,14,3,-0.20015633258000987,160439.10446393347,0
2024-12-24,Greed,14813.780116,1767036.11,11,3,-0.14230286687950824,160756.28213869434,1
2024-12-25,Greed,756.6570469999999,347889.35,6,3,-0.08561269368787912,159063.3981276968,2
2024-12-26,Extreme Greed,60228.639722,2205242.65,7,4,-0.07804328740235922,159260.01014174696,3
2024-12-27,Greed,2672.811035,347913.0,7,3,-0.02501235387510109,154150.48130433713,4
2024-12-28,Greed,940.673623,281555.01,7,3,0.047038484774438644,156336.60351426102,5
2024-12-29,Greed,2884.067927,344628.54,7,3,0.06537446079455413,156802.62376969744,6
2024-12-30,Greed,9009.738137,1073865.73,9,3,0.10261710418929179,156705.29125637448,0
2024-12-31,Greed,5445.01281,877164.62,6,3,0.1382716926454634,157756.8603984998,1
2025-01-01,Greed,-9528.065345,282582.1,6,3,0.1811021774266851,153169.86219813165,2
2025-01-02,Greed,8716.519087,774674.84,9,3,0.21823252621489286,103916.17081507416,3
2025-01-03,Greed,6028.486793,771208.99,9,3,0.1952816184646596,104609.65553786814,4
2025-01-04,Greed,2553.537968,1826029.62,9,3,0.21751704365861485,103423.81187223969,5
2025-01-05,Greed,3187.719363,451943.57,8,3,0.20201760815538963,104047.27923273548,6
2025-01-06,Extreme Greed,6064.185393,556526.99,7,4,0.17889113573656576,101828.47120097787,0
2025-01-07,Extreme Greed,16098.227531,1313178.1,6,4,0.17893040642973576,94734.82610742193,1
2025-01-08,Greed,130117.09055399998,3177275.18,11,3,0.1966709702138354,96237.6448807547,2
2025-01-09,Greed,46975.928902,1020733.25,7,3,0.22416775748617168,96194.93738936931,3
2025-01-10,Neutral,-10116.875552,6547449.68,7,2,0.30818568197457014,84539.60193131726,4
2025-01-11,Greed,2269.080536,1658098.71,7,3,0.2203377240436725,80693.22484895424,5
2025-01-12,Greed,5742.241803,2258459.17,7,3,0.25001865247804106,32420.512994939207,6
2025-01-13,Greed,9655.429352000001,2936648.0100000002,11,3,0.20959262390577124,30944.168675039007,0
2025-01-14,Greed,16069.512355,876581.97,9,3,0.19670992557840886,30945.05098257995,1
2025-01-15,Greed,14819.5883,1801599.89,11,3,0.13562470335645305,30772.25519458425,2
2025-01-16,Extreme Greed,20807.709328,3049692.96,9,4,-0.004846451098243191,29076.127379398353,3
2025-01-17,Extreme Greed,7006.415607999999,1110230.46,8,4,-0.009902000943118818,29008.28759799929,4
2025-01-18,Extreme Greed,443.23308199999997,2711629.88,12,4,-0.05700909248233846,29019.716125953437,5
2025-01-19,Extreme Greed,87923.799302,9715215.3,15,4,0.02153732328621631,33043.65173698511,6
2025-01-20,Extreme Greed,87277.239173,8287327.01,15,4,0.0912492367456805,36231.795403383774,0
2025-01-21,Extreme Greed,11077.839421,1523729.82,8,4,0.33116463086668524,36125.447457278,1
2025-01-22,Extreme Greed,20524.408057,1778406.43,10,4,0.3101635413184491,35399.65233841802,2
2025-01-23,Extreme Greed,101256.24216,3697028.66,12,4,0.3701401097297851,39041.43886067066,3
2025-01-24,Extreme Greed,10602.779738,1611433.45,11,4,0.3386013372324239,38925.93296344292,4
2025-01-25,Extreme Greed,-10348.016255999999,1239377.7,11,4,0.26132889729331427,39447.8015291777,5
2025-01-26,Greed,40823.466668,1201173.66,7,3,0.23615792975980845,39141.87296526923,6
2025-01-27,Greed,41331.765392,1508028.31,15,3,0.21002595826870935,38851.03792175339,0
2025-01-28,Greed,17979.613973,579412.17,8,3,0.20125456654407456,38817.1851259587,1
2025-01-29,Greed,23421.01147,1897513.41,9,3,0.1923691326070982,31495.402718269455,2
2025-01-30,Greed,23097.471385,3014397.17,11,3,0.1816454509829231,31128.323795620687,3
2025-01-31,Extreme Greed,35868.296773,2783411.48,11,4,0.1701291646975736,30148.20820445566,4
2025-02-01,Greed,32300.205017,1363746.44,12,3,0.15365764387659753,29622.592951905095,5
2025-02-02,Greed,162854.759623,5661092.29,13,3,0.031893267623833974,41182.5613515122,6
2025-02-03,Fear,348871.326269,22592901.37,12,1,-0.4978582641979683,79269.82323650022,0
2025-02-04,Greed,416876.88812,15678409.27,13,3,-0.428845734855176,111756.818614152,1
2025-02-05,Neutral,56706.235562,8743231.51,11,2,-0.39602969127661136,111072.2811962847,2
2025-02-06,Neutral,33803.799733,2818508.87,11,2,-0.3556782898475823,110801.78568718214,3
2025-02-07,Fear,22450.002091,3460263.54,13,1,-0.28019051994754524,110386.8074372621,4
2025-02-08,Fear,586.703253,839734.97,10,1,-0.21103720672109647,110381.9971906931,5
2025-02-09,Neutral,150551.82949200002,2920919.7,12,2,-0.27344831675830295,111601.0587998597,6
2025-02-10,Fear,63908.49465,3624958.44,14,1,-0.25839194916664815,111615.40609165914,0
2025-02-11,Neutral,-6093.784817000001,2797544.17,12,2,-0.23051773402949471,112179.41289917984,1
2025-02-12,Neutral,19848.635032000002,4143974.54,12,2,-0.2133399952204566,112196.09420839252,2
2025-02-13,Neutral,27829.534238,3199852.21,11,2,-0.1992214592705802,112498.88864202544,3
2025-02-14,Neutral,213860.675308,4007103.42,15,2,-0.23026748635527555,115646.63954348199,4
2025-02-15,Neutral,45042.92701,1712852.95,12,2,-0.2085101034411041,114062.11750066577,5
2025-02-16,Neutral,2369.478425,806177.64,10,2,-0.16913614861145185,115100.22850539572,6
2025-02-17,Neutral,1818.573295,2031044.64,9,2,-0.1266066384610078,116126.05404828102,0
2025-02-18,Neutral,91204.672403,3371128.68,11,2,-0.14303834012300054,115245.73584016124,1
2025-02-19,Fear,14985.794701,3263930.2399999998,10,1,-0.12289687176564608,115482.44539357106,2
2025-02-20,Neutral,46008.794102,4628609.29,11,2,-0.09380770723498143,114987.95436882907,3
2025-02-21,Greed,119693.49395,3972159.88,14,3,-0.05813339707028445,114657.40660721273,4
2025-02-22,Neutral,25278.704178,3175570.2,10,2,-0.07434833127075645,114840.5965633412,5
2025-02-23,Neutral,10656.934251,1141310.74,12,2,-0.0308523663444126,114715.84314765132,6
2025-02-24,Neutral,38470.176242,11223619.59,14,2,0.03409188818086013,97163.69638301426,0
2025-02-25,Fear,204762.177034,19414984.36,18,1,-0.02222211503645146,64425.413708189444,1
2025-02-26,Extreme Fear,63229.063129,4946958.13,13,0,0.003575683114283991,64442.84386416338,2
2025-02-27,Extreme Fear,-36525.167517,1999898.43,9,0,0.10687289424211514,67448.44860516457,3
